i,count
13786,5
1990,5
5855,5
12943,5
7163,5
9587,5
8105,5
6249,5
10039,5
6314,5
7559,5
11675,5
1338,5
13643,5
13869,5
370,5
7093,5
11711,5
3778,5
7967,5
12114,5
616,5
5457,5
12189,5
7428,5
10856,5
11280,5
13278,5
12870,5
14074,5
2692,5
11357,5
11291,5
2084,5
5238,5
2071,5
5376,5
14879,5
12506,5
9224,5
4581,5
9724,5
1628,5
9128,5
12437,5
9634,5
4458,5
12579,5
595,5
13509,5
15100,5
2987,5
11325,5
8329,5
12779,5
4155,5
11177,5
9838,5
5653,5
10033,5
5707,5
9967,5
7822,5
12965,5
5033,5
12321,5
9175,5
9244,5
11460,5
7529,5
13641,5
5634,5
5445,5
567,5
11456,5
13926,5
11613,5
1183,5
5713,5
12042,5
12232,5
12106,5
13486,5
8463,5
7137,5
3541,5
6059,5
12717,5
12153,5
5307,5
145,5
10125,5
5546,5
10359,5
11355,5
6347,5
136,5
1344,5
11138,5
12737,5
7613,5
1601,5
4222,5
10124,5
10418,5
2344,5
7915,5
13857,5
10452,5
3870,5
2281,5
6234,5
13597,5
1906,5
10634,5
11223,5
9437,5
7237,5
12416,5
10628,5
10724,5
1469,5
5143,5
901,5
8303,5
11129,5
9206,5
166,5
13697,5
6161,5
10431,5
1138,5
6675,5
9331,5
4529,5
6055,5
12313,5
134,5
5104,5
9947,5
7033,5
62,5
766,5
14992,5
8264,5
13299,5
2655,5
12315,5
2541,5
10498,5
8514,5
3340,5
3143,5
8355,5
10572,5
1000,5
13627,5
12341,5
910,5
3587,5
285,5
12499,5
5418,5
13789,5
3147,5
13464,5
4119,5
219,5
3716,5
10593,5
6049,5
13413,5
11669,5
13232,5
4201,5
3026,5
10487,5
7452,5
11075,5
6217,5
5632,5
6998,5
292,5
6700,5
12630,5
8970,5
7187,5
7977,5
13445,5
3314,5
4621,5
11757,5
3199,5
14645,5
9328,5
6132,5
13263,5
10240,5
8073,5
3876,5
2845,5
1126,5
9301,5
10771,5
5090,5
11421,5
7327,5
8328,5
2230,5
12333,5
5361,5
3121,5
14344,5
3297,5
7605,5
14127,5
1015,5
5932,5
2399,5
8876,5
12681,5
2701,5
6982,5
3047,5
3112,5
6991,5
8089,5
9859,5
7780,5
9713,5
4503,5
15063,5
14286,5
4250,5
9451,5
5935,5
9731,5
10688,5
1718,5
6877,5
2517,5
6488,5
9970,5
10213,5
12187,5
4048,5
1427,5
14648,5
13523,5
2638,5
6014,5
7945,5
719,5
12729,5
9919,5
9293,5
7422,5
12421,5
5109,5
6715,5
4255,5
7507,5
810,5
3819,5
12926,5
3802,5
12591,5
11373,5
4750,5
5166,5
9594,5
10153,5
9569,5
11827,5
14249,5
159,5
3287,5
8473,5
8790,5
4950,5
4192,5
1928,5
10390,5
7048,5
473,5
10252,5
1820,5
9152,5
5723,5
9632,5
5146,5
1924,5
13986,5
4597,5
13326,5
2259,5
11615,5
14637,5
930,5
10667,5
7792,5
11468,5
6473,5
6242,5
7398,5
9794,5
7456,5
10215,5
2972,5
12237,5
5523,5
7641,5
4703,5
10817,5
13089,5
5621,5
667,5
6247,5
12805,5
6756,5
8347,5
4574,5
7415,5
9694,5
3637,5
8566,5
9302,5
10934,5
11217,5
14748,5
11989,5
8874,5
6128,5
14585,5
3056,5
10640,5
7192,5
2782,5
2387,5
226,5
1393,5
12561,5
14762,5
6334,5
11885,5
2388,5
7742,5
1597,5
3551,5
2925,5
12359,5
12306,5
3800,5
13730,5
12082,5
9252,5
11113,5
2511,5
25,5
11875,5
14668,5
4081,5
799,5
1590,5
7233,5
8877,5
2832,5
1059,5
325,5
12248,5
10142,5
6829,5
1031,5
11297,5
3050,5
4203,5
825,5
8619,5
10662,5
7545,5
11643,5
577,5
7499,5
10919,5
10471,5
8641,5
8624,5
8492,5
10076,5
2337,5
1013,5
10064,5
5533,5
7264,5
6450,5
11356,5
3775,5
11040,5
4959,5
8160,5
5077,5
5951,5
13418,5
2940,5
13411,5
2123,5
1100,5
12415,5
5426,5
7318,5
1185,5
4617,5
14559,5
11155,5
7053,5
2683,5
9708,5
3013,5
15021,5
318,5
13391,5
6919,5
13088,5
15061,5
1606,5
4998,5
13065,5
9542,5
9619,5
10598,5
3534,5
7001,5
6810,5
2178,5
4184,5
9588,5
4389,5
6056,5
14077,5
668,5
1519,5
8794,5
14547,5
3768,5
11887,5
8863,5
12802,5
3169,5
3086,5
8356,5
725,5
3792,5
196,5
12949,5
7991,5
12942,5
10619,5
10049,5
11068,5
8482,5
3283,5
5245,5
8548,5
12645,5
4846,5
10286,5
6320,5
7017,5
7261,5
13505,5
13198,5
5344,5
1483,5
1717,5
696,5
12021,5
8556,5
6051,5
1713,5
5750,5
4618,5
4381,5
11462,5
14937,5
10819,5
5757,5
8891,5
3272,5
14629,5
13902,5
10295,5
5680,5
5765,5
2109,5
6478,5
2771,5
5958,5
1422,5
11033,5
12410,5
4640,5
11917,5
10167,5
9324,5
9023,5
3005,5
14071,5
2222,5
1463,5
13924,5
8322,5
12568,5
5064,5
8691,5
11465,5
8843,5
3127,5
14616,5
14892,5
1693,5
7997,5
3332,5
11340,5
4211,5
10512,5
3530,5
11298,5
2508,5
13731,5
8688,5
7270,5
7303,5
663,5
11889,5
3187,5
6844,5
4747,5
1600,5
2634,5
12644,5
5982,5
9747,5
3932,5
11569,5
3609,5
10949,5
10622,5
6268,5
13791,5
12435,5
14639,5
5856,5
11847,5
7150,5
5456,5
3279,5
2558,5
4828,5
4637,5
13932,5
1485,5
14464,5
9726,5
9161,5
1353,5
2077,5
13979,5
12807,5
9600,5
14298,5
5771,5
10876,5
535,5
6470,5
1328,5
7888,5
906,5
10540,5
7639,5
8679,5
8990,5
4943,5
7258,5
1268,5
8693,5
6402,5
8467,5
2859,5
12411,5
6704,5
11823,5
5434,5
6019,5
9867,5
3278,5
1055,5
10480,5
11743,5
240,5
7695,5
12395,5
11930,5
5116,5
15072,5
5507,5
4347,5
5891,5
11469,5
2308,5
8256,5
32,5
6276,5
14481,5
10857,5
12794,5
8442,5
15241,5
6414,5
1615,5
3961,5
275,5
6035,5
10522,5
6290,5
10202,5
2728,5
9687,5
9824,5
1441,5
5322,5
11832,5
9491,5
11596,5
5251,5
6500,5
12249,5
12959,5
13086,5
7304,5
11689,5
5821,5
14961,5
4490,5
14513,5
9351,5
13860,5
12092,5
3185,5
8004,5
13700,5
13859,5
13863,5
14705,5
4114,5
4432,5
3946,5
7853,5
9426,5
3603,5
7388,5
4101,5
974,5
10042,5
9500,5
14085,5
9295,5
6231,5
10874,5
10255,5
2140,5
4558,5
6906,5
11807,5
8955,5
3583,5
943,5
2704,5
1254,5
10437,5
4551,5
5817,5
8434,5
13542,5
4888,5
10988,5
3902,5
3122,5
5956,5
10150,5
13433,5
2882,5
6594,5
12414,5
12529,5
1745,5
151,5
13703,5
4385,5
14254,5
11084,5
3728,5
7274,5
12023,5
2617,5
12434,5
10972,5
7353,5
6050,5
4961,5
4870,5
3379,5
11285,5
10436,5
4710,5
6020,5
1322,5
3386,5
8995,5
11225,5
6236,5
9461,5
7502,5
14812,5
2924,5
12518,5
980,5
2684,5
11782,5
14066,5
438,5
1439,5
13048,5
6649,5
4209,5
9862,5
10132,5
12660,5
3020,5
2649,5
9686,5
11676,5
14391,5
2747,5
10822,5
14143,5
11779,5
12283,5
14191,5
10219,5
1137,5
1571,5
537,5
5515,5
5778,5
14181,5
14479,5
10173,5
10270,5
5100,5
4419,5
568,5
10111,5
8613,5
13170,5
10826,5
1217,5
4157,5
12750,5
8817,5
6147,5
10945,5
3527,5
8911,5
8582,5
9841,5
13605,5
3759,5
8724,5
1252,5
13784,5
3436,5
10748,5
6221,5
3154,5
6555,5
11813,5
6884,5
6012,5
2494,5
7786,5
5862,5
13965,5
7476,5
10758,5
13814,5
10442,5
13559,5
5080,5
569,5
13548,5
4319,5
12692,5
2646,5
9076,5
2339,5
6552,5
9792,5
10401,5
10656,5
5188,5
5490,5
9538,5
10327,5
7100,5
4084,5
12024,5
6212,5
7972,5
2507,5
10625,5
13291,5
7562,5
9080,5
6075,5
9865,5
11438,5
1953,5
7247,5
11722,5
1735,5
9673,5
11829,5
4275,5
7781,5
2896,5
14183,5
3054,5
13151,5
10451,5
1250,5
8767,5
8530,5
13012,5
7864,5
10689,5
5679,5
9596,5
12178,5
6822,5
2579,5
10969,5
13365,5
10862,5
12163,5
8046,5
13590,5
12127,5
5786,5
10043,5
10534,5
1823,5
2789,5
7624,5
258,5
10738,5
4953,5
12951,5
6030,5
822,5
12618,5
6893,5
5712,5
5645,5
6295,5
9965,5
11039,5
6105,5
6841,5
13557,5
11279,5
9115,5
11520,5
15028,5
4346,5
768,5
3659,5
5631,5
4015,5
1309,5
4453,5
7286,5
425,5
4146,5
8715,5
7170,5
8537,5
5347,5
3703,5
7387,5
5743,5
8240,5
1655,5
13347,5
911,5
5170,5
1128,5
6569,5
11136,5
4914,5
12668,5
2978,5
12159,5
6064,5
8976,5
9181,5
3290,5
61,5
13573,5
10542,5
12243,5
1598,5
6558,5
12675,5
5588,5
10422,5
14522,5
6753,5
14327,5
2048,5
11235,5
12080,5
7671,5
7642,5
13541,5
6088,5
5222,5
10121,5
1430,5
1061,5
9696,5
6122,5
704,5
10609,5
1228,5
4801,5
11486,5
7821,5
2901,5
1898,5
5611,5
9155,5
2398,5
4546,5
1193,5
7661,5
12758,5
1565,5
319,5
8323,5
9620,5
5838,5
12795,5
8081,5
6858,5
7191,5
2045,5
2997,5
11592,5
13583,5
8926,5
11105,5
3080,5
10973,5
6747,5
2193,5
9209,5
14175,5
581,5
4302,5
7209,5
3866,5
6253,5
12394,5
6448,5
268,5
7550,5
13544,5
5978,5
10290,5
10160,5
4074,5
11671,5
9472,5
6028,5
13742,5
9633,5
12200,5
8797,5
6563,5
6463,5
6975,5
13013,5
4012,5
14624,5
6790,5
695,5
12311,5
13862,5
13911,5
11382,5
4208,5
11354,5
9730,5
12595,5
4251,5
5489,5
12885,5
9721,5
7528,5
1271,5
5494,5
5464,5
11067,5
7186,5
7400,5
13255,5
6960,5
12279,5
13866,5
9084,5
709,5
11601,5
13790,5
9981,5
1810,5
14664,5
4481,5
7409,5
3081,5
10019,5
4695,5
12840,5
3119,5
7018,5
8134,5
675,5
8513,5
2897,5
6711,5
5718,5
14168,5
6562,5
7874,5
8819,5
917,5
10796,5
13811,5
12627,5
13229,5
12165,5
4812,5
6294,5
10895,5
2459,5
2336,5
5124,5
5646,5
10339,5
5125,5
13101,5
13680,5
939,5
7454,5
4375,5
13701,5
9064,5
11882,5
5651,5
3451,5
11921,5
8884,5
11425,5
11249,5
9289,5
9069,5
5639,5
4794,5
12797,5
10672,5
8776,5
680,5
13490,5
12798,5
3071,5
9728,5
12349,5
7827,5
10568,5
2970,5
1506,5
7590,5
7225,5
3656,5
8742,5
2791,5
6341,5
7262,5
1212,5
572,5
3745,5
4193,5
11158,5
14603,5
9603,5
8910,5
4499,5
12294,5
6655,5
4326,5
7026,5
5860,5
6542,5
8520,5
9662,5
5975,5
11978,5
1424,5
10546,5
13408,5
5630,5
2992,5
10594,5
5584,5
11760,5
13736,5
1472,5
6322,5
12616,5
13253,5
4390,5
1567,5
6716,5
2454,5
914,5
1524,5
8741,5
12301,5
10482,5
4484,5
8974,5
104,5
14564,5
14458,5
7565,5
6167,5
4545,5
6839,5
13338,5
3411,5
2673,5
9396,5
4630,5
3860,5
2343,5
4650,5
6453,5
10673,5
13507,5
13547,5
5923,5
11778,5
11440,5
6891,5
7296,5
9480,5
6426,5
2470,5
10205,5
1043,5
11612,5
11790,5
4443,5
8917,5
1324,5
10031,5
5465,5
13254,5
990,5
5874,5
1306,5
1927,5
12348,5
10849,5
3355,5
12936,5
3260,5
5339,5
3333,5
8763,5
1261,5
6449,5
5302,5
9501,5
10122,5
8409,5
920,5
6093,5
2879,5
6580,5
6672,5
3191,5
14,5
4811,5
10294,5
5181,5
9908,5
7410,5
6189,5
5175,5
13960,5
14627,5
10416,5
6455,5
6875,5
10842,5
6526,5
7644,5
11142,5
3514,5
9087,5
9982,5
7034,5
7042,5
7681,5
11888,5
11793,5
9665,5
2969,5
1593,5
11950,5
11957,5
6205,5
10379,5
8127,5
8033,5
1564,5
6116,5
2953,5
51,5
7239,5
15117,5
11951,5
1979,5
13236,5
5708,5
11658,5
6366,5
3241,5
5030,5
657,5
2595,5
808,5
2450,5
4293,5
11767,5
12597,5
7505,5
9718,5
7917,5
9723,5
6947,5
3674,5
2219,5
4405,5
14600,5
7646,5
4869,5
10069,5
11892,5
9658,5
2397,5
1292,5
7676,5
2276,5
7548,5
7451,5
3506,5
6004,5
12809,5
11744,5
6304,5
7311,5
5726,5
13130,5
14318,5
1575,5
7530,5
3631,5
7815,5
2170,5
1343,5
4752,5
6023,5
2087,5
1410,5
1242,5
7016,5
9968,5
6454,5
9049,5
7763,5
1511,5
11407,5
7817,5
5476,5
14156,5
11466,5
9582,5
9572,5
3634,5
6346,5
9623,5
8149,5
3281,5
8031,5
11702,5
15110,5
1218,5
11402,5
754,5
7038,5
4518,5
12773,5
10298,5
5913,5
14096,5
12776,5
6857,5
5557,5
7841,5
3467,5
7307,5
1514,5
6981,5
10946,5
9093,5
13085,5
7243,5
7770,5
12351,5
10100,5
5604,5
9416,5
11589,5
13861,5
5527,5
13800,5
8337,5
9414,5
6013,5
2471,5
11267,5
12380,5
6681,5
13401,5
7473,5
13615,5
1266,5
10855,5
12655,5
2964,5
12589,5
12316,5
6148,5
1989,5
10751,5
5324,5
10675,5
9698,5
12234,5
12197,5
10573,5
13396,5
4456,5
4125,5
6831,5
4735,5
9757,5
4648,5
12460,5
14490,5
6703,5
4922,5
4658,5
1130,5
11825,5
5102,5
1407,5
1388,5
6439,5
9740,5
8110,5
2124,5
6188,5
2168,5
14630,5
28,5
622,5
7060,5
3892,5
8116,5
7900,5
1048,5
11992,5
1716,5
6659,5
4237,5
1474,5
13817,5
3969,5
2385,5
4485,5
14449,5
12087,5
7131,5
7582,5
9287,5
12948,5
9184,5
9670,5
2382,5
2340,5
6200,5
8146,5
3855,5
11840,5
11426,5
2807,5
3689,5
7860,5
8041,5
14019,5
3269,5
10429,5
412,5
3757,5
690,5
11082,5
8402,5
6452,5
14662,5
1358,5
12169,5
4197,5
7019,5
1834,5
1105,5
5149,5
7687,5
13982,5
5239,5
3422,5
5250,5
1581,5
4428,5
2531,5
8738,5
9897,5
2005,5
1512,5
9874,5
9298,5
3325,5
3966,5
1479,5
12543,5
6800,5
9504,5
11317,5
2146,5
7046,5
10469,5
8038,5
5770,5
9085,5
3252,5
2258,5
14420,5
7612,5
9631,5
12924,5
5314,5
11474,5
184,5
984,5
14916,5
4989,5
14671,5
3776,5
7138,5
5435,5
2726,5
720,5
13289,5
14393,5
10238,5
9259,5
6645,5
6971,5
3936,4
9790,4
4614,4
2093,4
5549,4
7581,4
11336,4
13106,4
15156,4
3117,4
8109,4
3942,4
7656,4
9774,4
9419,4
11401,4
12063,4
9433,4
8425,4
5899,4
5629,4
10709,4
6625,4
11338,4
1470,4
10744,4
4941,4
11545,4
9376,4
8912,4
9135,4
4495,4
2674,4
941,4
3560,4
6293,4
10389,4
7140,4
10718,4
4280,4
3997,4
3998,4
4161,4
11346,4
329,4
6741,4
9733,4
588,4
13873,4
1088,4
995,4
5031,4
5396,4
12816,4
6869,4
5578,4
11942,4
8523,4
7665,4
11929,4
307,4
13616,4
7789,4
3456,4
4033,4
13104,4
1450,4
6541,4
4711,4
12916,4
3382,4
13687,4
9502,4
9939,4
7755,4
9521,4
6291,4
5478,4
8436,4
7063,4
13774,4
8801,4
8894,4
10678,4
4094,4
718,4
13123,4
1124,4
9387,4
13623,4
5035,4
12664,4
6413,4
8953,4
10454,4
13245,4
7391,4
9870,4
4999,4
3982,4
15147,4
11984,4
5021,4
6600,4
3049,4
3879,4
9976,4
14545,4
1889,4
11525,4
6536,4
11724,4
6524,4
10141,4
6511,4
8315,4
6592,4
11414,4
2052,4
8963,4
2860,4
8710,4
12919,4
4945,4
14768,4
1508,4
8997,4
9476,4
10736,4
5991,4
2395,4
9793,4
12711,4
14528,4
2357,4
3653,4
10690,4
4525,4
7825,4
7463,4
9492,4
284,4
6706,4
12354,4
7793,4
11132,4
11927,4
6850,4
1792,4
10848,4
11522,4
8805,4
13875,4
1260,4
819,4
12171,4
13686,4
7995,4
10092,4
1113,4
11,4
11678,4
9593,4
14880,4
14359,4
1647,4
14180,4
13095,4
12582,4
14452,4
4460,4
14440,4
7830,4
4629,4
802,4
7968,4
864,4
4089,4
1456,4
14565,4
11093,4
12387,4
2452,4
6664,4
12546,4
6067,4
11110,4
8481,4
7599,4
10515,4
12160,4
11639,4
4102,4
13194,4
8846,4
11874,4
8781,4
3985,4
6263,4
14257,4
3589,4
9420,4
6289,4
2099,4
7662,4
9347,4
1761,4
14602,4
1155,4
11614,4
3371,4
9108,4
600,4
13778,4
6460,4
13393,4
1921,4
859,4
2787,4
3575,4
11431,4
288,4
3732,4
12897,4
793,4
13064,4
9765,4
8686,4
11308,4
6978,4
12068,4
14866,4
13465,4
11706,4
8154,4
5738,4
349,4
5278,4
13510,4
2900,4
9692,4
5666,4
1408,4
8484,4
672,4
9568,4
2449,4
2171,4
11585,4
14281,4
13279,4
8683,4
12039,4
8821,4
9703,4
14023,4
6196,4
8626,4
11895,4
4533,4
6918,4
5784,4
9617,4
8672,4
5739,4
5767,4
1678,4
7882,4
11435,4
3995,4
10805,4
14789,4
10585,4
14277,4
14280,4
7985,4
9101,4
13375,4
4990,4
9012,4
13334,4
7203,4
13636,4
7675,4
5724,4
14465,4
12338,4
10006,4
1661,4
11867,4
11963,4
5201,4
13374,4
6559,4
15076,4
4671,4
8700,4
11031,4
13108,4
10083,4
6946,4
7699,4
10434,4
11721,4
5566,4
7071,4
13231,4
2440,4
2592,4
12072,4
12909,4
8372,4
8820,4
6821,4
1310,4
7271,4
9961,4
10698,4
11733,4
10891,4
6663,4
1077,4
11924,4
10198,4
8185,4
7943,4
3240,4
7591,4
11660,4
5561,4
9735,4
5282,4
13482,4
11698,4
6812,4
2293,4
1349,4
12790,4
3550,4
12969,4
10563,4
10274,4
4256,4
7453,4
3433,4
6091,4
6130,4
11301,4
7279,4
14419,4
12255,4
3096,4
8559,4
9232,4
4373,4
1340,4
14323,4
12817,4
175,4
12431,4
4160,4
861,4
12801,4
11489,4
2950,4
7750,4
12549,4
1139,4
12665,4
12614,4
8857,4
12216,4
4151,4
6935,4
8360,4
8981,4
13553,4
15115,4
11202,4
9188,4
8640,4
6084,4
10514,4
5468,4
8097,4
9373,4
1545,4
2977,4
6272,4
931,4
13359,4
3066,4
1816,4
6042,4
9137,4
6838,4
863,4
824,4
14050,4
5248,4
12146,4
4190,4
1795,4
1842,4
619,4
12429,4
5308,4
8502,4
4850,4
1335,4
4219,4
2760,4
13963,4
8597,4
11540,4
11194,4
9978,4
944,4
4557,4
8455,4
3718,4
12642,4
6424,4
10402,4
11543,4
2208,4
1930,4
3065,4
13139,4
14040,4
7526,4
1791,4
13995,4
10781,4
8101,4
9330,4
1582,4
12071,4
2573,4
12326,4
11955,4
3852,4
2054,4
5927,4
10377,4
11028,4
13914,4
6824,4
11894,4
12744,4
10551,4
3657,4
977,4
2251,4
1645,4
14097,4
10187,4
14717,4
7824,4
1866,4
6819,4
15179,4
13519,4
10289,4
4593,4
5223,4
13503,4
10538,4
4721,4
1036,4
15012,4
10708,4
13160,4
7445,4
3024,4
3521,4
3140,4
13320,4
14749,4
8784,4
5200,4
3630,4
12619,4
3540,4
218,4
6436,4
8286,4
11959,4
6692,4
11538,4
7846,4
13535,4
7568,4
3509,4
508,4
10633,4
812,4
1954,4
4339,4
9212,4
3202,4
12481,4
11637,4
10755,4
4664,4
9475,4
12662,4
7068,4
3633,4
11850,4
9127,4
8786,4
8378,4
10812,4
12444,4
8856,4
11160,4
12440,4
10271,4
12509,4
10905,4
9320,4
5766,4
14760,4
1289,4
11579,4
9948,4
6987,4
8579,4
8339,4
7204,4
12002,4
5013,4
12230,4
11174,4
12458,4
10059,4
12319,4
3913,4
14781,4
7416,4
12309,4
10978,4
5902,4
4995,4
12833,4
7223,4
4308,4
4166,4
9100,4
6309,4
4835,4
12887,4
2722,4
817,4
9779,4
8791,4
5906,4
728,4
8091,4
5922,4
4066,4
14269,4
10671,4
5214,4
13773,4
5500,4
13142,4
13368,4
8422,4
2232,4
6903,4
3219,4
6279,4
13324,4
2421,4
7244,4
11450,4
3748,4
9272,4
8001,4
12034,4
7594,4
11203,4
4844,4
7804,4
10343,4
11490,4
6729,4
5499,4
7049,4
10242,4
13292,4
2105,4
7441,4
6177,4
12122,4
5768,4
2698,4
3265,4
7149,4
12307,4
7028,4
6867,4
7431,4
2584,4
313,4
15229,4
1199,4
3125,4
7673,4
13454,4
12957,4
7040,4
8689,4
9926,4
9065,4
6887,4
10017,4
12725,4
11964,4
4162,4
8015,4
3429,4
14174,4
3978,4
9783,4
11154,4
5304,4
13647,4
8115,4
13836,4
2079,4
14202,4
4880,4
532,4
5973,4
14561,4
12677,4
10195,4
13670,4
14003,4
3381,4
12605,4
9827,4
335,4
5731,4
12239,4
12147,4
4425,4
11839,4
8370,4
3291,4
4360,4
8082,4
11548,4
8118,4
918,4
4152,4
7008,4
13257,4
1208,4
13747,4
10225,4
13555,4
889,4
3545,4
13284,4
9430,4
11395,4
3863,4
9144,4
6405,4
11590,4
12168,4
4795,4
9418,4
14514,4
10103,4
5659,4
12640,4
7086,4
683,4
10426,4
2965,4
8657,4
13252,4
5446,4
6714,4
9147,4
660,4
8438,4
9089,4
14919,4
11281,4
13971,4
6637,4
5346,4
11843,4
4868,4
5473,4
5503,4
10344,4
8432,4
4928,4
2069,4
5548,4
8655,4
1255,4
10777,4
1477,4
2038,4
6254,4
10767,4
265,4
11532,4
9112,4
12089,4
12610,4
1549,4
2872,4
9549,4
13738,4
7807,4
6872,4
11844,4
10641,4
3908,4
6100,4
11863,4
3466,4
4332,4
13938,4
9770,4
14033,4
4925,4
15133,4
634,4
12453,4
352,4
11411,4
9216,4
1922,4
3873,4
1248,4
9166,4
12256,4
3606,4
10683,4
9550,4
3599,4
5905,4
9020,4
9598,4
12602,4
6406,4
6416,4
11044,4
6504,4
11488,4
10696,4
11452,4
1341,4
11598,4
8534,4
13493,4
7603,4
14013,4
6185,4
10762,4
13681,4
8452,4
2236,4
7637,4
3684,4
12450,4
4601,4
13462,4
4704,4
3389,4
8330,4
8431,4
11161,4
9736,4
8359,4
12454,4
7273,4
9227,4
9040,4
7811,4
7536,4
9310,4
3307,4
10725,4
12824,4
7861,4
1262,4
12325,4
3490,4
10621,4
561,4
1759,4
3738,4
5256,4
7833,4
5706,4
9483,4
5390,4
5442,4
4659,4
1841,4
14971,4
11972,4
11618,4
4086,4
10798,4
4539,4
1040,4
7636,4
11326,4
8241,4
5279,4
3343,4
6667,4
15164,4
11987,4
5984,4
10727,4
14384,4
9011,4
5196,4
7394,4
12074,4
3988,4
1418,4
3650,4
6717,4
5235,4
8332,4
6047,4
7583,4
12221,4
9410,4
15231,4
12175,4
5715,4
8062,4
8670,4
5526,4
2217,4
7966,4
9473,4
9879,4
10816,4
487,4
11990,4
13634,4
9415,4
3935,4
2569,4
10888,4
4076,4
339,4
3461,4
4365,4
2043,4
8533,4
1245,4
6970,4
3918,4
3687,4
14512,4
2841,4
232,4
13511,4
4304,4
700,4
14052,4
11622,4
14558,4
11686,4
11725,4
2243,4
13689,4
13845,4
5824,4
13092,4
1986,4
10776,4
4799,4
6587,4
9141,4
1069,4
11097,4
2926,4
11169,4
14454,4
946,4
14761,4
7050,4
5582,4
10616,4
2007,4
4297,4
12553,4
13126,4
10235,4
5053,4
14601,4
5211,4
5559,4
5263,4
9353,4
12685,4
12236,4
4466,4
12250,4
7948,4
11337,4
5039,4
3793,4
13131,4
2840,4
3416,4
8234,4
5348,4
8230,4
4578,4
1046,4
11057,4
3742,4
14640,4
12445,4
5277,4
1715,4
9204,4
8851,4
10851,4
4395,4
10234,4
504,4
3115,4
3646,4
9651,4
12683,4
14844,4
5697,4
2921,4
3571,4
11353,4
3041,4
2320,4
12004,4
4113,4
5105,4
3851,4
3734,4
10259,4
3502,4
9028,4
13046,4
12622,4
14252,4
7567,4
11897,4
3364,4
10338,4
11554,4
14769,4
4860,4
5964,4
4447,4
11066,4
12125,4
9846,4
5826,4
4159,4
8430,4
1174,4
9493,4
7606,4
582,4
3628,4
12888,4
5798,4
12455,4
6090,4
2242,4
10787,4
13699,4
11742,4
761,4
2677,4
1637,4
3868,4
3167,4
7949,4
9263,4
2183,4
2775,4
12680,4
1701,4
11487,4
8070,4
5622,4
10053,4
6630,4
1710,4
3315,4
7508,4
8343,4
4046,4
2255,4
4491,4
8352,4
8259,4
5087,4
10269,4
13879,4
10304,4
10352,4
12148,4
13405,4
11275,4
12841,4
3740,4
10166,4
12571,4
11100,4
1546,4
10596,4
4767,4
3427,4
12296,4
12487,4
9558,4
2212,4
10113,4
654,4
458,4
9032,4
5161,4
13807,4
12053,4
3542,4
820,4
13354,4
12674,4
10170,4
6985,4
8028,4
7635,4
12832,4
14553,4
2359,4
8184,4
3861,4
5338,4
2736,4
10472,4
8126,4
224,4
2681,4
3475,4
8660,4
3915,4
3107,4
9817,4
7660,4
9002,4
13272,4
4013,4
6062,4
12214,4
7250,4
10171,4
5206,4
5106,4
14285,4
4274,4
15003,4
4994,4
13678,4
13030,4
1595,4
13098,4
8266,4
6459,4
3447,4
4586,4
12000,4
1851,4
14918,4
5525,4
2685,4
14622,4
12451,4
317,4
5875,4
2335,4
564,4
11302,4
10785,4
13702,4
5705,4
13259,4
6727,4
1244,4
2608,4
997,4
14219,4
14062,4
7921,4
5742,4
7429,4
4163,4
13788,4
12782,4
3193,4
5583,4
4118,4
2725,4
12211,4
6407,4
13124,4
14155,4
1673,4
12060,4
5034,4
8870,4
9417,4
4279,4
5389,4
11079,4
6762,4
10104,4
13854,4
263,4
7902,4
7020,4
1881,4
10956,4
7511,4
6369,4
2152,4
4556,4
11734,4
12503,4
90,4
7200,4
9873,4
9775,4
7800,4
8242,4
1720,4
11673,4
8018,4
8365,4
4253,4
8978,4
14365,4
14767,4
11029,4
7344,4
7035,4
3308,4
6184,4
4716,4
10786,4
8381,4
14693,4
8295,4
14527,4
9993,4
13193,4
7414,4
11430,4
7267,4
9515,4
947,4
6176,4
1758,4
4050,4
8878,4
8726,4
6018,4
10613,4
5483,4
4679,4
9761,4
8319,4
2801,4
11616,4
4852,4
13696,4
8879,4
13534,4
13499,4
11557,4
13931,4
9010,4
9356,4
4543,4
9488,4
7575,4
4472,4
14451,4
10325,4
1283,4
13010,4
4741,4
13661,4
3658,4
12557,4
11437,4
4108,4
1243,4
7154,4
8459,4
14159,4
13529,4
3601,4
6853,4
9877,4
4731,4
11607,4
4856,4
8420,4
3835,4
8937,4
13919,4
485,4
4632,4
3706,4
3744,4
11977,4
7685,4
8128,4
8346,4
493,4
12749,4
11988,4
6169,4
7551,4
14227,4
10960,4
3309,4
8918,4
10331,4
12634,4
10631,4
5276,4
10483,4
214,4
2279,4
6904,4
9611,4
4329,4
15106,4
3956,4
2966,4
7653,4
2049,4
10251,4
4049,4
9107,4
3844,4
11631,4
1630,4
13666,4
11021,4
12388,4
3769,4
4322,4
12629,4
565,4
9332,4
881,4
6840,4
8099,4
11973,4
10809,4
12639,4
4496,4
1147,4
10924,4
7448,4
12651,4
12032,4
10580,4
4410,4
13692,4
3029,4
6417,4
10182,4
12537,4
9463,4
5556,4
6152,4
12174,4
7869,4
11222,4
1175,4
41,4
4684,4
4939,4
12973,4
13394,4
544,4
10376,4
8645,4
12921,4
13749,4
14233,4
8131,4
12257,4
5293,4
6016,4
3854,4
